ScenarioID,SimIndex,LookIndex,Status,BdryStopCode,RDGUserErrorCode,TestStat,ErrorCode,TrueHR
1,361,1,SUCCESS,1,0,-2.87202986272867,0,0.828601162378061
1,362,1,SUCCESS,1,0,-3.050061380613,0,0.700112351610846
1,363,1,SUCCESS,1,0,-2.27953826218342,0,0.696858442255496
1,364,1,SUCCESS,1,0,-2.27385444348368,0,0.757507682390392
1,365,1,SUCCESS,1,0,-3.53938040482847,0,0.709251377222707
1,366,1,SUCCESS,0,0,-1.70382584375235,0,0.760999513520507
1,367,1,SUCCESS,0,0,-1.1622518033891,0,0.715520390588579
1,368,1,SUCCESS,1,0,-5.44967376004923,0,0.601516521549245
1,369,1,SUCCESS,0,0,-1.15557140812731,0,0.735758430775635
1,370,1,SUCCESS,1,0,-3.67514106827572,0,0.795443391508228
1,371,1,SUCCESS,1,0,-2.69838878310857,0,0.789663565439524
1,372,1,SUCCESS,1,0,-3.23693778582338,0,0.796065468960237
1,373,1,SUCCESS,1,0,-3.68602186614934,0,0.83596992073964
1,374,1,SUCCESS,0,0,-0.964056552643353,0,0.75498168351572
1,375,1,SUCCESS,0,0,-0.90308912894256,0,0.805974928060393
1,376,1,SUCCESS,1,0,-2.1361363472404,0,0.693192838761317
1,377,1,SUCCESS,0,0,-1.69933674422632,0,0.689434619917552
1,378,1,SUCCESS,1,0,-2.51310120240218,0,0.734744823669729
1,379,1,SUCCESS,1,0,-3.68338838873144,0,0.758561208093501
