ModelID,SimIndex,AnalysisIndex,Status,Decision,RDGUserErrorCode,TestStat,PostProb,dTrueDelta,ErrorCode
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,37,1,SUCCESS,Futility,0,0,0.04492,0.0523086244529154,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,38,1,SUCCESS,Futility,0,0,0.01504,0.657624976672361,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,39,1,SUCCESS,Efficacy,0,0,0.99932,0.863938188536424,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,40,1,SUCCESS,Efficacy,0,0,0.81866,0.932401489106718,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,41,1,SUCCESS,Futility,0,0,0.49638,0.613794565388939,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,42,1,SUCCESS,Efficacy,0,0,0.99116,1.4868478838749,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,43,1,SUCCESS,Futility,0,0,0.06128,-0.0777666290710277,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,44,1,SUCCESS,Futility,0,0,0.00402,-0.0892670542792131,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,45,1,SUCCESS,Futility,0,0,0.06838,0.592344925055989,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,46,1,SUCCESS,Futility,0,0,0.6567,0.617083260832801,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,47,1,SUCCESS,Futility,0,0,0.0001,-0.154230148372648,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,48,1,SUCCESS,Futility,0,0,8e-05,-0.0201403784207818,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,49,1,SUCCESS,Futility,0,0,0.61052,0.825515175509758,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,50,1,SUCCESS,Futility,0,0,0.0345,0.439176432735656,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,51,1,SUCCESS,Futility,0,0,0.00046,0.15934805702094,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,52,1,SUCCESS,Futility,0,0,0.2599,0.543710769957353,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,53,1,SUCCESS,Futility,0,0,0.01704,0.140416787043939,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,54,1,SUCCESS,Futility,0,0,0.00066,0.117679301537724,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,55,1,SUCCESS,Futility,0,0,0.00014,0.232484217281022,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,56,1,SUCCESS,Futility,0,0,0.11286,0.52721412832137,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,57,1,SUCCESS,Futility,0,0,8e-05,0.109658966751753,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,58,1,SUCCESS,Futility,0,0,0.42522,0.579679439906423,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,59,1,SUCCESS,Futility,0,0,0.3852,0.752929306517915,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,60,1,SUCCESS,Futility,0,0,0.0567,0.586991659967287,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,61,1,SUCCESS,Futility,0,0,0.00016,0.0803264115112809,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,62,1,SUCCESS,Futility,0,0,0,-0.0165255573452965,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,63,1,SUCCESS,Futility,0,0,0.71304,0.826576650965613,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,64,1,SUCCESS,Futility,0,0,0.00154,0.0264290269486195,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,65,1,SUCCESS,Efficacy,0,0,0.90106,1.5341542061218,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,66,1,SUCCESS,Futility,0,0,0.11756,0.899949802503214,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,67,1,SUCCESS,Efficacy,0,0,0.85482,1.29737735610131,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,68,1,SUCCESS,Futility,0,0,0.01402,0.408141878922126,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,69,1,SUCCESS,Futility,0,0,0.0692,0.628963494331252,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,70,1,SUCCESS,Efficacy,0,0,0.93734,1.24466935549183,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,71,1,SUCCESS,Futility,0,0,0.25442,0.302761927578101,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,72,1,SUCCESS,Futility,0,0,0.05268,0.424297694013274,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,73,1,SUCCESS,Futility,0,0,0.6335,0.00682695439125519,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,74,1,SUCCESS,Futility,0,0,0.6452,0.908660348827941,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,75,1,SUCCESS,Futility,0,0,0.22724,0.0667776240813004,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,76,1,SUCCESS,Futility,0,0,0.58662,0.496738701338594,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,77,1,SUCCESS,Futility,0,0,0.39282,0.58339237241291,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,78,1,SUCCESS,Futility,0,0,0.72604,1.07937017004612,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,79,1,SUCCESS,Futility,0,0,0.38436,0.834864792753043,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,80,1,SUCCESS,Futility,0,0,0.13382,0.347646994099461,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,81,1,SUCCESS,Futility,0,0,0.09594,0.0840688294982272,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,82,1,SUCCESS,Efficacy,0,0,0.97024,1.03925510409161,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,83,1,SUCCESS,Futility,0,0,0.76976,0.480338372309243,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,84,1,SUCCESS,Futility,0,0,0.05322,0.521599276336738,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,85,1,SUCCESS,Futility,0,0,0.25042,0.460060632033924,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,86,1,SUCCESS,Futility,0,0,0.11294,0.356842036006327,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,87,1,SUCCESS,Futility,0,0,0.03294,-0.0480931446370781,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,88,1,SUCCESS,Futility,0,0,0.00028,0.0381245960927861,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,89,1,SUCCESS,Futility,0,0,0.00036,0.00649666675455403,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,90,1,SUCCESS,Efficacy,0,0,0.99818,1.40745588513027,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,91,1,SUCCESS,Futility,0,0,0.02842,-0.00967211616448363,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,92,1,SUCCESS,Futility,0,0,0.21302,0.00228731433801744,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,93,1,SUCCESS,Futility,0,0,0.07534,0.761601119863766,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,94,1,SUCCESS,Futility,0,0,0.00556,0.49731967019236,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,95,1,SUCCESS,Futility,0,0,0.0049,0.488173233406406,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,96,1,SUCCESS,Efficacy,0,0,0.9144,0.931949204046685,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,97,1,SUCCESS,Futility,0,0,0.51818,0.85032575999624,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,98,1,SUCCESS,Futility,0,0,0.4698,0.73294451463753,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,99,1,SUCCESS,Futility,0,0,0.52728,0.583871671912388,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,100,1,SUCCESS,Futility,0,0,0.00332,0.00127795556171104,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,101,1,SUCCESS,Futility,0,0,0.21632,0.280658988486641,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,102,1,SUCCESS,Efficacy,0,0,0.99296,1.33046137340107,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,103,1,SUCCESS,Futility,0,0,0.0312,0.0305863405636306,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,104,1,SUCCESS,Futility,0,0,0.77542,1.07618521338318,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,105,1,SUCCESS,Futility,0,0,0.24106,0.52187870430816,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,106,1,SUCCESS,Futility,0,0,0.5615,0.681478773260701,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,107,1,SUCCESS,Futility,0,0,0.653,0.65866729388998,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,108,1,SUCCESS,Futility,0,0,0.5081,0.362444444760552,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,109,1,SUCCESS,Futility,0,0,0.70436,0.563586671649513,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,110,1,SUCCESS,Futility,0,0,0.00518,-0.0719059547670038,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,111,1,SUCCESS,Futility,0,0,0.24346,0.900877682403811,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,112,1,SUCCESS,Futility,0,0,0.002,-0.0493382003346326,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,113,1,SUCCESS,Futility,0,0,0.12054,0.698857194125253,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,114,1,SUCCESS,Futility,0,0,0.01398,-0.0334307402006125,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,115,1,SUCCESS,Futility,0,0,0.02364,0.0486321525524623,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,116,1,SUCCESS,Futility,0,0,0.00024,0.0817730422494677,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,117,1,SUCCESS,Futility,0,0,0.00172,0.472157031000659,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,118,1,SUCCESS,Futility,0,0,0.1041,0.670912819672781,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,119,1,SUCCESS,Futility,0,0,0.00062,0.375102990062977,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,120,1,SUCCESS,Futility,0,0,0.00306,-0.0113034116547447,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,121,1,SUCCESS,Futility,0,0,0.0012,-0.0682904416992805,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,122,1,SUCCESS,Futility,0,0,0.01064,0.175948796268902,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,123,1,SUCCESS,Efficacy,0,0,0.80654,0.654977477478779,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,124,1,SUCCESS,Efficacy,0,0,0.84564,0.956479200103102,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,125,1,SUCCESS,Futility,0,0,0.60206,1.02156826646643,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,126,1,SUCCESS,Futility,0,0,0.00692,-0.0486327389228656,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,127,1,SUCCESS,Futility,0,0,0.5574,0.549044200697885,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,128,1,SUCCESS,Futility,0,0,2e-05,-0.0748007162007668,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,129,1,SUCCESS,Futility,0,0,0.09712,0.378209281254954,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,130,1,SUCCESS,Futility,0,0,0.00124,-0.0253165972171444,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,131,1,SUCCESS,Futility,0,0,0.69538,0.995701052424283,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,132,1,SUCCESS,Efficacy,0,0,0.99582,1.4956369805341,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,133,1,SUCCESS,Futility,0,0,0.5187,0.754024067436475,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,134,1,SUCCESS,Futility,0,0,0.75224,0.929672528763958,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,135,1,SUCCESS,Futility,0,0,0.00034,-0.0194712255557332,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,136,1,SUCCESS,Futility,0,0,0.60104,0.65148463643586,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,137,1,SUCCESS,Futility,0,0,0.01528,0.325885724555717,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,138,1,SUCCESS,Futility,0,0,0.73388,0.932129720249991,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,139,1,SUCCESS,Futility,0,0,0.00014,-0.0287000084853039,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,140,1,SUCCESS,Futility,0,0,0.12564,0.848221301955005,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,141,1,SUCCESS,Futility,0,0,0.0337,-0.0324406484155219,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,142,1,SUCCESS,Futility,0,0,0,-0.0662975363175661,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,143,1,SUCCESS,Futility,0,0,0.00052,0.00268239295195182,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,144,1,SUCCESS,Efficacy,0,0,0.88816,1.02835364586122,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,145,1,SUCCESS,Futility,0,0,0.44806,0.780252789061417,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,146,1,SUCCESS,Futility,0,0,0.2593,0.415458636899975,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,147,1,SUCCESS,Futility,0,0,0.7013,0.899092327339898,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,148,1,SUCCESS,Efficacy,0,0,0.99806,1.07319994852885,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,149,1,SUCCESS,Futility,0,0,0.6576,0.894391878816338,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,150,1,SUCCESS,Futility,0,0,0.5405,0.296024347749234,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,151,1,SUCCESS,Futility,0,0,0.30576,0.702856038032704,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,152,1,SUCCESS,Futility,0,0,0.00388,-0.0457109284461915,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,153,1,SUCCESS,Futility,0,0,8e-05,0.0922004990076248,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,154,1,SUCCESS,Futility,0,0,0.03438,0.130004046212973,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,155,1,SUCCESS,Futility,0,0,0.3556,0.926518421281345,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,156,1,SUCCESS,Futility,0,0,2e-05,0.0158572794704223,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,157,1,SUCCESS,Futility,0,0,0.0002,0.0444813057898927,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,158,1,SUCCESS,Efficacy,0,0,0.91868,1.09738382153011,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,159,1,SUCCESS,Futility,0,0,0.33934,0.608300597638283,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,160,1,SUCCESS,Efficacy,0,0,0.96976,0.916929618163503,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,161,1,SUCCESS,Futility,0,0,0.0241,0.450445583611937,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,162,1,SUCCESS,Futility,0,0,0.1239,0.0541727704144986,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,163,1,SUCCESS,Futility,0,0,0.08434,-0.00102035308240498,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,164,1,SUCCESS,Futility,0,0,0,-0.0249785676887494,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,165,1,SUCCESS,Futility,0,0,0.03968,0.632662960728974,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,166,1,SUCCESS,Efficacy,0,0,0.82822,0.768067375225882,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,167,1,SUCCESS,Futility,0,0,8e-05,-0.0038226091875977,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,168,1,SUCCESS,Futility,0,0,4e-05,0.00350838472901406,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,169,1,SUCCESS,Futility,0,0,0.58572,0.902964717604462,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,170,1,SUCCESS,Futility,0,0,0.07276,0.466004217521175,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,171,1,SUCCESS,Futility,0,0,0.66472,0.385522185320227,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,172,1,SUCCESS,Futility,0,0,0.79382,0.88042724312788,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,173,1,SUCCESS,Futility,0,0,0.00706,0.616542818742466,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,174,1,SUCCESS,Efficacy,0,0,0.9677,1.1242432092373,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,175,1,SUCCESS,Efficacy,0,0,0.99584,0.781523725045531,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,176,1,SUCCESS,Futility,0,0,0.57592,1.06550922256461,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,177,1,SUCCESS,Futility,0,0,0.74666,1.12973053919919,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,178,1,SUCCESS,Futility,0,0,0.39632,0.979777593375722,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,179,1,SUCCESS,Futility,0,0,0.67808,1.02622463704495,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,180,1,SUCCESS,Futility,0,0,0.29526,0.68024049183871,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,181,1,SUCCESS,Futility,0,0,0.03664,0.0674953352591705,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,182,1,SUCCESS,Futility,0,0,6e-05,-0.0538955068378029,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,183,1,SUCCESS,Futility,0,0,0.75588,0.965310571251142,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,184,1,SUCCESS,Futility,0,0,0.22242,0.968373975051722,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,185,1,SUCCESS,Futility,0,0,6e-05,0.0926573978268664,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,186,1,SUCCESS,Futility,0,0,0.01496,0.695912459198242,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,187,1,SUCCESS,Futility,0,0,0.00206,0.68592409592447,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,188,1,SUCCESS,Futility,0,0,0.02602,0.612436288186134,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,189,1,SUCCESS,Futility,0,0,0.00978,0.0528470428915449,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,190,1,SUCCESS,Efficacy,0,0,0.95086,1.1840916019325,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,191,1,SUCCESS,Futility,0,0,0.00016,0.439221726455928,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,192,1,SUCCESS,Futility,0,0,0.33144,0.695245205415026,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,193,1,SUCCESS,Futility,0,0,0.08496,0.417099440692941,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,194,1,SUCCESS,Futility,0,0,0,-0.0204768517956729,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,195,1,SUCCESS,Futility,0,0,0.0152,-0.0406098229434104,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,196,1,SUCCESS,Futility,0,0,0.0003,0.0460989984002364,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,197,1,SUCCESS,Futility,0,0,0.17212,0.618512927755405,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,198,1,SUCCESS,Futility,0,0,0.00152,-0.0673665499897088,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,199,1,SUCCESS,Futility,0,0,0.004,0.0977278439019226,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,200,1,SUCCESS,Futility,0,0,0.17324,0.399871210188303,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,201,1,SUCCESS,Futility,0,0,0.00802,-0.00844554185651773,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,202,1,SUCCESS,Futility,0,0,0.43204,0.407409465598347,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,203,1,SUCCESS,Futility,0,0,0.39704,1.30874284212501,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,204,1,SUCCESS,Efficacy,0,0,0.87162,0.572893848094408,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,205,1,SUCCESS,Futility,0,0,0.00296,0.369827117679074,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,206,1,SUCCESS,Futility,0,0,0.01164,-0.0692339588220293,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,207,1,SUCCESS,Futility,0,0,0.211,0.686152998193558,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,208,1,SUCCESS,Futility,0,0,0.01192,-0.0156145815177253,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,209,1,SUCCESS,Futility,0,0,6e-05,0.0358382225773794,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,210,1,SUCCESS,Efficacy,0,0,0.86638,1.15115753323193,0
b8fb78e6-4e9f-402a-98a4-cf21b2a87d5c,211,1,SUCCESS,Futility,0,0,0.09236,0.043976303179054,0
